pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_orbsmax,st_teff,st_met,star_A,star_A8 V,star_F,star_F V,star_F0,star_F1 V,star_F2,star_F2 V,star_F3 V,star_F4,star_F4 V,star_F5,star_F5 IV,star_F5 V,star_F6,star_F6 IV,star_F6 IV-V,star_F6 V,star_F7,star_F7 V,star_F8,star_F8 V,star_F9,star_F9 IV,star_F9 V,star_F9-F9.5,star_F9/G0,star_G,star_G V,star_G0,star_G0 V,star_G0 VI,star_G1,star_G1 V,star_G2,star_G2 IV,star_G2 V,star_G3,star_G3 IV,star_G3 V,star_G4,star_G4 V,star_G5,star_G5 V,star_G6,star_G6 V,star_G7,star_G7 IV/V,star_G7 V,star_G8,star_G8 IV/V,star_G8 V,star_G9,star_G9 IV,star_G9 V,star_K,star_K V,star_K0,star_K0 IV,star_K0 V,star_K0.0 V,star_K1,star_K1 V,star_K1-K2,star_K1.5+/-1,star_K2,star_K2 V,star_K2.5 V,star_K2V,star_K3,star_K3 V,star_K3.5 V,star_K4,star_K4 V,star_K4.5,star_K5,star_K5 V,star_K6,star_K6 V,star_K6-K7,star_K7,star_K7 V,star_K8 V,star_K9 V/M0 V,star_M,star_M V,star_M(6.1 +/- 0.7) V,star_M0,star_M0 V,star_M0.0 V,star_M0.5,star_M0.5 V,star_M1,star_M1 V,star_M1.0 V,star_M1.0+/-0.5,star_M1.5 V,star_M2,star_M2 V,star_M2.0 V,star_M2.5 V,star_M2.65 V,star_M3,star_M3 V,star_M3+/-1,star_M3.0 V,star_M3.5 +/- 1.0,star_M3.5 V,star_M4,star_M4 &#177 0.5 V,star_M4 +/- 0.5,star_M4 V,star_M4+/-0.5,star_M4.0,star_M4.5 V,star_M4.5+/-0.5,star_M5 V,star_M5.0,star_M5V,star_M6 V,star_m3 V,pl_rade_norm,pl_eqt_norm,pl_orbsmax_norm,habitability_index,star_temp_score,star_met_score,stellar_compatibility_index,habitability_class,predicted_habitability_score
1.367,25.3,272.0,8.457463,0.03984,2850.0,-0.028,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.040058125454105115,0.0,0.3175373134328358,0.9204692871317908,0.6095999999999999,0.9461538461538461,0.7442215384615384,1,0.9518664299672057
2.2,5.69,800.0,9.113678,0.0793,5266.0,-0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08040687817873579,0.23613595706618962,0.685634328358209,0.7362560002303881,0.9317333333333333,0.6153846153846154,0.8051938461538461,1,0.9500113253209191
1.24,2.53,996.0,0.5734745,0.01,3542.0,-0.17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03390651489464762,0.3237924865831842,0.03917910447761195,0.8490845785133448,0.7018666666666666,0.6730769230769231,0.6903507692307693,1,0.9499945878173628
1.03,4.0,707.0,0.8574347,0.010777,3075.0,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.02373456042625333,0.19454382826475847,0.046427238805970154,0.9034031967624013,0.6396,0.42307692307692313,0.5529907692307692,1,0.9494000089356304
1.35,2.34,1000.0,0.768377,0.01203,3360.0,0.09,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03923468152094939,0.3255813953488372,0.058115671641791065,0.8424504349237272,0.6776,0.8269230769230769,0.7373292307692307,1,0.9479104280544624
2.74,20.0,757.0,10.28891,0.089,5198.0,0.27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10656333252603538,0.2169051878354204,0.7761194029850746,0.7153887112584029,0.9226666666666666,0.4807692307692307,0.7459076923076923,1,0.9468403568789631
1.332,2.62,892.0,0.768448,0.01211,3331.0,0.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.038362799709372744,0.2772808586762075,0.05886194029850746,0.8619701485860665,0.6737333333333333,0.46153846153846145,0.5888553846153846,1,0.9419166404492453
1.193,2.09,1089.0,0.5182349,0.00916,3458.0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03162993460886414,0.36538461538461536,0.031343283582089564,0.8349255232861903,0.6906666666666667,0.8076923076923077,0.7374769230769231,1,0.9390234476942171
3.41,10.0,880.0,8.8803256,0.0804,5348.0,-0.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13901671106805522,0.27191413237924866,0.6958955223880597,0.6964485581434664,0.9426666666666667,0.7115384615384616,0.8502153846153846,1,0.9372546922403637
3.03,13.8,805.0,10.695264,0.08911,5298.0,-0.217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.12061031726810366,0.2383720930232558,0.7771455223880598,0.7009779314058443,0.9359999999999999,0.5826923076923077,0.7946769230769231,1,0.9363688152776126
2.265,10.15,1077.0,4.11296,0.052,5328.0,0.14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08355534027609592,0.36001788908765653,0.43097014925373134,0.7363766784037529,0.94,0.7307692307692307,0.8563076923076922,1,0.9350817280356318
1.468,3.03,1062.0,0.66913924,0.01138,3575.0,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.044950351174618555,0.35330948121645794,0.05205223880597016,0.8302856192823755,0.7062666666666666,0.42307692307692313,0.5929907692307692,1,0.9342026900546019
3.56,19.28,632.0,4.07445,0.04457,4350.0,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14628239283119399,0.16100178890876565,0.36166044776119405,0.8047542377517773,0.8096,0.42307692307692313,0.6549907692307693,1,0.9279366608010047
3.53,15.68,741.0,7.138048,0.0824,4975.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14482925647856623,0.20974955277280855,0.7145522388059702,0.7152580285382562,0.8929333333333334,1.0,0.93576,1,0.9264524839001502
3.39,10.4,893.0,8.88029,0.078,5348.0,-0.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13804795349963672,0.2777280858676207,0.6735074626865672,0.6989880917157835,0.9426666666666667,0.7115384615384616,0.8502153846153846,1,0.9259000298042631
2.59,9.68,1089.0,3.471745,0.03817,4975.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09929765076289658,0.36538461538461536,0.3019589552238806,0.7537353024962191,0.8929333333333334,1.0,0.93576,1,0.9131863599454546
1.791,9.95,1323.0,0.6047328,0.01159,3875.0,-0.08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.060595785904577384,0.47003577817531306,0.05401119402985075,0.7769451355620738,0.7462666666666666,0.8461538461538461,0.7862215384615385,1,0.9108547519169893
1.402,3.4,1311.0,1.2730991,0.02118,5059.0,-0.114,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.041753451198837485,0.46466905187835417,0.14347014925373136,0.7687369689183772,0.9041333333333333,0.7807692307692308,0.8547876923076922,1,0.9050126537256821
2.926,18.467,1253.0,1.392978,0.02177,4600.0,-0.092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11557277791232747,0.43872987477638636,0.14897388059701497,0.7484841628051114,0.8429333333333333,0.823076923076923,0.8349907692307692,1,0.9028591116841731
0.699,0.633,1365.0,0.3219225,0.00709,3522.0,-0.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.007701622668927096,0.488819320214669,0.012033582089552249,0.7989849064286512,0.6992,0.9807692307692307,0.8118276923076924,1,0.8984526782534564
1.75,8.0,1103.0,2.1748,0.028,4503.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05860983288931945,0.3716457960644007,0.207089552238806,0.7864798379707508,0.83,1.0,0.8979999999999999,1,0.8916057749622219
1.841,6.26,1329.0,1.01153624,0.01833,4686.0,0.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06301767982562365,0.47271914132379245,0.11688432835820897,0.7623284058685917,0.8544,0.7115384615384616,0.7972553846153847,1,0.8892392209701079
5.14,14.95,582.0,4.6747373,0.043,3576.0,0.099,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22281424073625575,0.13864042933810372,0.3470149253731343,0.7860151468956295,0.7063999999999999,0.8096153846153846,0.7476861538461539,1,0.8865127005622243
2.5,5.8,774.0,13.3397,0.105,5470.0,-0.025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09493824170501333,0.2245080500894454,0.9253731343283582,0.6871468564165449,0.9589333333333333,0.9519230769230769,0.9561292307692307,1,0.8795517419032663
1.992,5.72,1056.0,4.884765,0.0618,5585.0,-0.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07033179946718335,0.3506261180679785,0.5223880597014926,0.7271392210456368,0.9742666666666666,0.9230769230769231,0.9537907692307692,1,0.873470652144516
6.0,16.5,463.0,4.5445697,0.0354,3269.0,0.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.2644708161782514,0.08542039355992843,0.27611940298507465,0.8048196355077131,0.6654666666666667,0.5576923076923077,0.622356923076923,1,0.8674949522624196
2.63,9.32,800.0,12.2737,0.1011,5450.0,0.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1012351658997336,0.23613595706618962,0.8889925373134329,0.6872530433509442,0.9562666666666667,0.9807692307692307,0.9660676923076923,1,0.8653502470601826
2.28,9.79,1038.0,5.6057,0.06,5450.0,0.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08428190845240978,0.3425760286225402,0.5055970149253732,0.7281374221849454,0.9562666666666667,0.9807692307692307,0.9660676923076923,1,0.8631297001722945
5.25,23.6,635.0,1.977143,0.025,3514.0,0.17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2281424073625575,0.16234347048300535,0.17910447761194034,0.8079847533393869,0.6981333333333333,0.6730769230769231,0.6881107692307693,1,0.8599129666821943
3.7,5.7,1070.0,5.1134,0.056,4950.0,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15306369581012352,0.35688729874776387,0.4682835820895523,0.7023628857589347,0.8896,0.42307692307692313,0.7029907692307692,1,0.8520174065640125
2.29,8.3,916.0,10.56103,0.09514,5731.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08476628723661904,0.2880143112701252,0.8333955223880598,0.6842086561196903,0.9937333333333334,0.5,0.7962400000000001,1,0.8345225724670758
2.42,9.9,858.0,10.56103,0.0964,5757.0,0.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09106321143133932,0.2620751341681574,0.8451492537313434,0.6897148110139326,0.9972,0.46153846153846145,0.7829353846153846,1,0.8257843499053237
5.93,20.31,907.0,5.414654,0.058,4960.0,0.37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.26108016468878664,0.2839892665474061,0.48694029850746273,0.6845841678040305,0.8909333333333334,0.28846153846153855,0.6499446153846155,1,0.8112279527657964
3.02,11.0,1441.0,1.348335,0.0229,4960.0,0.37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.12012593848389443,0.5228085867620751,0.15951492537313436,0.7109232048269853,0.8909333333333334,0.28846153846153855,0.6499446153846155,1,0.8007132136232983
4.73,25.743,878.0,4.8878162,0.053,4780.0,0.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20295471058367645,0.2710196779964222,0.44029850746268656,0.7223505430754232,0.8669333333333333,0.40384615384615385,0.6816984615384615,1,0.7952957139741057
1.62,3.48,1517.0,1.0697568,0.019,4884.0,0.08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05231290869459919,0.5567978533094812,0.12313432835820898,0.7317288295267261,0.8808,0.8461538461538461,0.8669415384615384,1,0.7863195083035571
2.042,4.82,1170.0,6.2679,0.06839,6037.0,0.08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0727536933882296,0.4016100178890877,0.5838619402985076,0.6934821274293715,0.9654666666666667,0.8461538461538461,0.9177415384615385,1,0.7731690402320017
