planet_name,host_star,sy_snum,sy_pnum,discovery_method,discovery_year,disc_facility,pl_controv_flag,orbital_period_days,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,orbit_distance_au,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,planet_radius_earth,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,planet_mass_earth,pl_bmasselim,pl_bmassj,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenlim,pl_insol,pl_insollim,planet_temperature_k,pl_eqtlim,ttv_flag,star_temperature_k,st_tefferr1,st_tefferr2,st_tefflim,star_radius_solar,st_raderr1,st_raderr2,st_radlim,star_mass_solar,st_masserr1,st_masserr2,st_masslim,star_metallicity,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,distance_pc,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,Kepler,0,25.2034787,0.0001278,-0.0001278,0.0,0.1693,1.8324682158137156,-0.9681148506008933,0.0,2.36,0.24,-0.22,0.0,0.2105451,0.02141137,-0.01962709,0.0,6.17,0.0,0.0194,0.0,M-R relationship,0.0,0.0,34.742,0.0,600.0,0.0,0,5438.0,67.15,-57.17,0.0,0.83,0.077,-0.073,0.0,0.86,0.05,-0.065,0.0,-0.16,0.187,-0.199,0.0,[Fe/H],4.55,0.048,-0.091,0.0,18h48m33.73s,282.1405603,+43d53m47.38s,43.8964934,1304.19,60.92,-55.8,15.858,0.206,-0.206,13.922,0.051,-0.051,15.6807,0.00051,-0.00051
Kepler-1193 b,Kepler-1193,1,1,Transit,2016,Kepler,0,2.832652134,9.032e-06,-9.032e-06,0.0,0.04004,0.00048,-0.00048,0.0,1.32,0.21,-0.17,0.0,0.11776251,0.01873495,-0.01516638,0.0,2.3,0.0,0.00724,0.0,M-R relationship,0.0,0.0,1286.386,0.0,1453.0,0.0,0,5908.0,75.02,-61.06,0.0,1.21,0.188,-0.147,0.0,1.08,0.056,-0.035,0.0,0.12,0.074,-0.076,0.0,[Fe/H],4.31,0.108,-0.114,0.0,19h12m34.74s,288.1447323,+51d16m32.32s,51.2756446,802.116,10.764,-10.487,13.577,0.114,-0.114,12.065,0.026,-0.026,13.4208,0.000228,-0.000228
Kepler-1194 b,Kepler-1194,1,1,Transit,2016,Kepler,0,16.22371307,8.867e-05,-8.867e-05,0.0,0.1212,1.8324682158137156,-0.9681148506008933,0.0,1.51,0.12,-0.09,0.0,0.13471318,0.01070568,-0.00802926,0.0,2.89,0.0,0.00909,0.0,M-R relationship,0.0,0.0,49.35,0.0,676.0,0.0,0,5590.0,97.14,-79.79,0.0,0.92,0.059,-0.047,0.0,0.94,0.039,-0.041,0.0,0.0,0.104,-0.105,0.0,[Fe/H],4.49,0.044,-0.06,0.0,19h26m47.88s,291.6994841,+38d08m42.74s,38.1452065,757.382,58.135427831057434,-64.92441715386148,14.31,0.137,-0.137,12.445,0.026,-0.026,14.1034,0.000461,-0.000461
Kepler-1195 b,Kepler-1195,1,1,Transit,2016,Kepler,0,8.49642241,2.872e-05,-2.872e-05,0.0,0.0726,1.8324682158137156,-0.9681148506008933,0.0,2.08,0.19,-0.17,0.0,0.18556517,0.01695066,-0.01516638,0.0,4.98,0.0,0.0157,0.0,M-R relationship,0.0,0.0,79.03,0.0,702.0,0.0,0,4965.0,111.27,-80.25,0.0,0.71,0.05,-0.056,0.0,0.74,0.051,-0.058,0.0,-0.25,0.194,-0.212,0.0,[Fe/H],4.61,0.039,-0.043,0.0,18h57m24.25s,284.3510523,+40d51m10.55s,40.8529319,918.566,33.219,-31.016,16.003,0.343,-0.343,13.712,0.042,-0.042,15.9123,0.000482,-0.000482
Kepler-1196 b,Kepler-1196,1,1,Transit,2016,Kepler,0,66.1849031,0.0004661,-0.0004661,0.0,0.3179,1.8324682158137156,-0.9681148506008933,0.0,2.23,0.37,-0.21,0.0,0.19894727,0.03300919,-0.01873495,0.0,5.6,0.0,0.0176,0.0,M-R relationship,0.0,0.0,8.302,0.0,436.0,0.0,0,5756.0,129.38,-149.1,0.0,0.97,0.151,-0.086,0.0,0.98,0.061,-0.06,0.0,0.0,0.13,-0.166,0.0,[Fe/H],4.46,0.062,-0.127,0.0,19h29m28.70s,292.369585,+43d54m39.12s,43.9108663,922.333,19.987,-19.17,15.009,0.057,-0.057,13.262,0.037,-0.037,14.8324,0.000342,-0.000342
Kepler-1197 b,Kepler-1197,1,1,Transit,2016,Kepler,0,2.03231845,3.751e-06,-3.751e-06,0.0,0.02869,0.00015,-0.00015,0.0,1.25,0.03,-0.09,0.0,0.11151753,0.00267642,-0.00802926,0.0,2.1,0.0,0.0066,0.0,M-R relationship,0.0,0.0,267.142,0.0,1011.0,0.0,0,4708.0,63.31,-50.89,0.0,0.72,0.013,-0.014,0.0,0.78,0.021,-0.025,0.0,0.06,0.099,-0.097,0.0,[Fe/H],4.62,0.007,-0.009,0.0,19h26m40.64s,291.6693437,+42d35m26.68s,42.5907441,486.94,6.611,-6.439,15.346,0.16,-0.16,12.814,0.029,-0.029,15.1132,0.000726,-0.000726
Kepler-1198 b,Kepler-1198,1,1,Transit,2016,Kepler,0,7.6847716,3.25e-05,-3.25e-05,0.0,0.0732,1.8324682158137156,-0.9681148506008933,0.0,1.47,0.18,-0.1,0.0,0.13114462,0.01605852,-0.0089214,0.0,2.76,0.0,0.00869,0.0,M-R relationship,0.0,0.0,108.069,0.0,830.0,0.0,0,5517.0,80.26,-98.45,0.0,0.9,0.095,-0.056,0.0,0.93,0.043,-0.05,0.0,0.03,0.157,-0.171,0.0,[Fe/H],4.5,0.044,-0.1,0.0,19h15m20.15s,288.8339659,+44d50m17.51s,44.838198,743.03,12.697,-12.285,14.986,0.126,-0.126,13.012,0.027,-0.027,14.7693,0.000313,-0.000313
Kepler-1199 b,Kepler-1199,1,1,Transit,2016,Kepler,0,15.0447198,0.0001084,-0.0001084,0.0,0.11309,0.00077,-0.00077,0.0,1.15,0.21,-0.16,0.0,0.10259613,0.01873495,-0.01427424,0.0,1.6,0.0,0.00505,0.0,M-R relationship,0.0,0.0,131.7,0.0,931.0,0.0,0,5889.0,84.29,-64.89,0.0,1.17,0.21,-0.161,0.0,0.94,0.104,-0.061,0.0,-0.27,0.116,-0.128,0.0,[Fe/H],4.27,0.128,-0.127,0.0,19h34m54.19s,293.7258092,+47d14m48.92s,47.2469219,563.493,58.135427831057434,-64.92441715386148,13.173,0.057,-0.057,11.581,0.017,-0.017,13.0302,0.000409,-0.000409
Kepler-12 b,Kepler-12,1,1,Transit,2011,Kepler,0,4.4379629,6e-07,-6e-07,0.0,0.0553,0.001,-0.0012,0.0,19.660586,0.347479,-0.403524,0.0,1.754,0.031,-0.036,0.0,137.30256,0.0,0.432,0.0,Mass,0.0,0.0,877.539,0.0,1480.0,0.0,0,5947.0,100.0,-100.0,0.0,1.483,0.025,-0.029,0.0,1.166,0.051,-0.054,0.0,0.07,0.04,-0.04,0.0,[Fe/H],4.175,0.015,-0.011,0.0,19h04m58.43s,286.2434458,+50d02m25.32s,50.0403671,881.386,9.854,-9.643,13.468,0.217,-0.217,12.066,0.023,-0.023,13.3596,0.000213,-0.000213
Kepler-120 b,Kepler-120,1,2,Transit,2014,Kepler,0,6.312501,8e-06,-8e-06,0.0,0.055,1.8324682158137156,-0.9681148506008933,0.0,2.15,0.17,-0.17,0.0,0.192,0.015,-0.015,0.0,8.5,0.0,0.027,0.0,Mass,0.0,0.0,42.692,0.0,575.0,0.0,0,4096.0,150.0,-150.0,0.0,0.534,0.028,-0.028,0.0,0.654,0.014,-0.014,0.0,-0.12,0.089,-0.09,0.0,[Fe/H],4.732,0.2,-0.2,0.0,19h11m33.98s,287.8915707,+39d20m20.75s,39.3390979,388.63,3.24,-3.187,14.995,0.012,-0.012,12.307,0.024,-0.024,14.7188,0.000282,-0.000282
Kepler-120 c,Kepler-120,1,2,Transit,2014,Kepler,0,12.794585,4.4e-05,-4.4e-05,0.0,0.088,1.8324682158137156,-0.9681148506008933,0.0,1.53,0.09,-0.09,0.0,0.136,0.008,-0.008,0.0,2.96,0.0,0.0093,0.0,M-R relationship,0.0,0.0,16.625,0.0,455.0,0.0,0,4096.0,150.0,-150.0,0.0,0.534,0.028,-0.028,0.0,0.654,0.014,-0.014,0.0,-0.12,0.089,-0.09,0.0,[Fe/H],4.732,0.2,-0.2,0.0,19h11m33.98s,287.8915707,+39d20m20.75s,39.3390979,388.63,3.24,-3.187,14.995,0.012,-0.012,12.307,0.024,-0.024,14.7188,0.000282,-0.000282
Kepler-1200 b,Kepler-1200,1,1,Transit,2016,Kepler,0,1.118549717,3.12e-06,-3.12e-06,0.0,0.0188,1.8324682158137156,-0.9681148506008933,0.0,1.06,0.06,-0.08,0.0,0.09456687,0.00535284,-0.00713712,0.0,1.2,0.0,0.00377,0.0,M-R relationship,0.0,0.0,544.534,0.0,1174.0,0.0,0,4612.0,101.02,-139.97,0.0,0.7,0.029,-0.036,0.0,0.74,0.035,-0.047,0.0,0.04,0.156,-0.196,0.0,[Fe/H],4.63,0.02,-0.026,0.0,19h46m24.82s,296.6034317,+44d07m45.31s,44.1292537,588.715,12.631,-12.119,16.06,0.183,-0.183,13.202,0.03,-0.03,15.7889,0.000573,-0.000573
Kepler-1201 b,Kepler-1201,1,1,Transit,2016,Kepler,0,15.18725932,8.158e-05,-8.158e-05,0.0,0.1183,1.8324682158137156,-0.9681148506008933,0.0,2.29,0.91,-0.43,0.0,0.20430012,0.08118476,-0.03836203,0.0,5.86,0.0,0.0184,0.0,M-R relationship,0.0,0.0,89.431,0.0,789.0,0.0,0,6177.0,146.3,-232.29,0.0,1.24,0.464,-0.19,0.0,1.15,0.169,-0.11,0.0,0.03,0.131,-0.167,0.0,[Fe/H],4.32,0.107,-0.228,0.0,19h38m27.55s,294.6147908,+40d49m59.22s,40.8331158,944.241,23.011,-21.96,14.765,0.046,-0.046,13.157,0.037,-0.037,14.7003,0.000302,-0.000302
Kepler-1202 b,Kepler-1202,1,1,Transit,2016,Kepler,0,28.6851324,0.0001899,-0.0001899,0.0,0.179,1.8324682158137156,-0.9681148506008933,0.0,2.94,0.91,-0.31,0.0,0.26228923,0.08118476,-0.02765635,0.0,8.96,0.0,0.0282,0.0,M-R relationship,0.0,0.0,23.876,0.0,547.0,0.0,0,5834.0,80.98,-131.48,0.0,1.04,0.222,-0.1,0.0,1.03,0.06,-0.064,0.0,0.06,0.147,-0.16,0.0,[Fe/H],4.42,0.073,-0.161,0.0,19h29m09.75s,292.290606,+44d39m11.62s,44.6532281,1175.38,44.33,-41.27,15.833,0.092,-0.092,13.946,0.063,-0.063,15.6084,0.000478,-0.000478
Kepler-1203 b,Kepler-1203,1,1,Transit,2016,Kepler,0,0.588000765,5.82e-07,-5.82e-07,0.0,0.0114,1.8324682158137156,-0.9681148506008933,0.0,1.06,0.06,-0.04,0.0,0.09456687,0.00535284,-0.00356856,0.0,1.2,0.0,0.00377,0.0,M-R relationship,0.0,0.0,723.806,0.0,1188.0,0.0,0,4105.0,43.7,-35.84,0.0,0.61,0.015,-0.017,0.0,0.64,0.018,-0.023,0.0,0.01,0.092,-0.088,0.0,[Fe/H],4.67,0.013,-0.014,0.0,19h31m05.63s,292.7734523,+44d10m41.12s,44.178088,317.022,2.94,-2.886,15.385,0.092,-0.092,12.059,0.022,-0.022,14.9147,0.000407,-0.000407
Kepler-1204 b,Kepler-1204,1,1,Transit,2016,Kepler,0,85.7350285,0.0006373,-0.0006373,0.0,0.3877,1.8324682158137156,-0.9681148506008933,0.0,3.05,0.87,-0.3,0.0,0.27210277,0.0776162,-0.02676421,0.0,9.53,0.0,0.03,0.0,M-R relationship,0.0,0.0,7.021,0.0,448.0,0.0,0,5825.0,88.38,-121.08,0.0,1.03,0.291,-0.096,0.0,1.03,0.058,-0.057,0.0,0.06,0.127,-0.145,0.0,[Fe/H],4.42,0.072,-0.201,0.0,19h17m45.97s,289.4415238,+42d29m53.33s,42.4981476,1175.22,34.22,-32.36,15.45,0.126,-0.126,13.771,0.039,-0.039,15.295,0.000394,-0.000394
Kepler-1205 b,Kepler-1205,1,1,Transit,2016,Kepler,0,1.078390352,1.596e-06,-1.596e-06,0.0,0.0196,1.8324682158137156,-0.9681148506008933,0.0,1.41,0.1,-0.09,0.0,0.12579177,0.0089214,-0.00802926,0.0,2.57,0.0,0.00809,0.0,M-R relationship,0.0,0.0,1038.493,0.0,1667.0,0.0,0,5226.0,84.83,-71.27,0.0,0.81,0.051,-0.046,0.0,0.84,0.041,-0.049,0.0,-0.04,0.162,-0.165,0.0,[Fe/H],4.56,0.035,-0.064,0.0,19h21m07.12s,290.2796734,+41d30m54.18s,41.5150499,698.485,11.082,-10.747,15.316,0.286,-0.286,13.262,0.037,-0.037,15.1303,0.000692,-0.000692
Kepler-1206 b,Kepler-1206,1,1,Transit,2016,Kepler,0,1.216997663,2.605e-06,-2.605e-06,0.0,0.0201,1.8324682158137156,-0.9681148506008933,0.0,1.64,0.09,-0.08,0.0,0.146311,0.00802926,-0.00713712,0.0,3.33,0.0,0.0105,0.0,M-R relationship,0.0,0.0,588.021,0.0,1314.0,0.0,0,4877.0,55.23,-79.61,0.0,0.75,0.027,-0.027,0.0,0.8,0.029,-0.035,0.0,0.07,0.147,-0.15,0.0,[Fe/H],4.6,0.016,-0.04,0.0,19h43m45.21s,295.9383737,+49d47m28.08s,49.7911337,762.019,22.169,-20.97,15.971,0.16,-0.16,13.742,0.056,-0.056,15.9286,0.000937,-0.000937
Kepler-1207 b,Kepler-1207,1,1,Transit,2016,Kepler,0,13.68237119,8.986e-05,-8.986e-05,0.0,0.1156,1.8324682158137156,-0.9681148506008933,0.0,1.62,0.51,-0.18,0.0,0.14452672,0.04549915,-0.01605852,0.0,3.26,0.0,0.0102,0.0,M-R relationship,0.0,0.0,352.508,0.0,802.0,0.0,0,5909.0,88.29,-99.94,0.0,1.06,0.227,-0.098,0.0,1.06,0.058,-0.057,0.0,0.05,0.145,-0.155,0.0,[Fe/H],4.41,0.069,-0.153,0.0,19h40m15.41s,295.0641963,+49d21m32.26s,49.3589615,1754.19,57.47,-54.0,14.595,0.092,-0.092,13.017,0.033,-0.033,14.4485,0.000302,-0.000302
Kepler-1208 b,Kepler-1208,1,1,Transit,2016,Kepler,0,11.08507637,5.235e-05,-5.235e-05,0.0,0.0901,1.8324682158137156,-0.9681148506008933,0.0,2.32,0.19,-0.14,0.0,0.20697654,0.01695066,-0.01248996,0.0,5.99,0.0,0.0189,0.0,M-R relationship,0.0,0.0,37.664,0.0,665.0,0.0,0,5001.0,110.88,-108.59,0.0,0.76,0.039,-0.042,0.0,0.8,0.039,-0.045,0.0,-0.03,0.148,-0.173,0.0,[Fe/H],4.59,0.027,-0.048,0.0,19h27m31.50s,291.8812445,+44d33m20.73s,44.5557587,825.176,31.022,-28.889,16.256,0.103,-0.103,13.788,0.059,-0.059,15.9464,0.000545,-0.000545
Kepler-1209 b,Kepler-1209,1,1,Transit,2016,Kepler,0,25.369116,0.0001249,-0.0001249,0.0,0.17515,0.00154,-0.00154,0.0,1.51,0.32,-0.18,0.0,0.13471318,0.02854849,-0.01605852,0.0,2.89,0.0,0.00909,0.0,M-R relationship,0.0,0.0,63.246,0.0,755.0,0.0,0,6210.0,71.25,-59.14,0.0,1.38,0.288,-0.161,0.0,1.23,0.087,-0.05,0.0,0.12,0.085,-0.08,0.0,[Fe/H],4.24,0.1,-0.132,0.0,19h10m20.38s,287.5849352,+49d09m17.04s,49.1547328,505.531,7.747,-7.521,12.554,0.069,-0.069,11.239,0.026,-0.026,12.4115,0.000236,-0.000236
Kepler-121 b,Kepler-121,1,2,Transit,2014,Kepler,0,3.177422,3e-06,-3e-06,0.0,0.039,1.8324682158137156,-0.9681148506008933,0.0,2.34,1.27,-1.27,0.0,0.209,0.113,-0.113,0.0,6.08,0.0,0.0191,0.0,M-R relationship,0.0,0.0,220.489,0.0,997.0,0.0,0,5311.0,200.0,-200.0,0.0,0.701,0.38,-0.38,0.0,0.859,0.036,-0.036,0.0,-0.08,0.155,-0.186,0.0,[Fe/H],4.646,0.3,-0.3,0.0,19h04m38.91s,286.1621273,+39d40m40.87s,39.6780204,510.523,6.17,-6.027,14.904,0.092,-0.092,12.796,0.023,-0.023,14.677,0.0003,-0.0003
Kepler-121 c,Kepler-121,1,2,Transit,2014,Kepler,0,41.008011,0.000191,-0.000191,0.0,0.216,1.8324682158137156,-0.9681148506008933,0.0,2.27,1.25,-1.25,0.0,0.203,0.112,-0.112,0.0,5.77,0.0,0.0182,0.0,M-R relationship,0.0,0.0,7.296,0.0,425.0,0.0,0,5311.0,200.0,-200.0,0.0,0.701,0.38,-0.38,0.0,0.859,0.036,-0.036,0.0,-0.08,0.155,-0.186,0.0,[Fe/H],4.646,0.3,-0.3,0.0,19h04m38.91s,286.1621273,+39d40m40.87s,39.6780204,510.523,6.17,-6.027,14.904,0.092,-0.092,12.796,0.023,-0.023,14.677,0.0003,-0.0003
Kepler-1210 b,Kepler-1210,1,1,Transit,2016,Kepler,0,8.07124073,4.899e-05,-4.899e-05,0.0,0.0753,1.8324682158137156,-0.9681148506008933,0.0,1.7,0.3,-0.13,0.0,0.15166384,0.02676421,-0.01159782,0.0,3.53,0.0,0.0111,0.0,M-R relationship,0.0,0.0,152.047,0.0,856.0,0.0,0,5568.0,67.19,-91.62,0.0,0.92,0.156,-0.065,0.0,0.94,0.042,-0.048,0.0,0.04,0.138,-0.166,0.0,[Fe/H],4.49,0.055,-0.144,0.0,19h31m19.72s,292.8321598,+48d13m09.62s,48.2193376,1176.53,48.49,-44.87,15.649,0.298,-0.298,13.833,0.067,-0.067,15.566,0.000534,-0.000534
Kepler-1211 b,Kepler-1211,1,1,Transit,2016,Kepler,0,11.01816836,7.975e-05,-7.975e-05,0.0,0.09763,0.00106,-0.00106,0.0,2.55,0.42,-0.41,0.0,0.22749576,0.03746989,-0.03657775,0.0,7.04,0.0,0.0221,0.0,M-R relationship,0.0,0.0,130.9,0.0,840.0,0.0,0,5705.0,123.21,-77.68,0.0,0.94,0.132,-0.079,0.0,0.96,0.055,-0.066,0.0,-0.08,0.165,-0.194,0.0,[Fe/H],4.48,0.058,-0.116,0.0,19h02m52.98s,285.7207618,+40d51m24.88s,40.8569116,1826.53,131.08,-114.96,16.016,0.126,-0.126,14.318,0.067,-0.067,15.8278,0.000595,-0.000595
Kepler-1212 b,Kepler-1212,1,1,Transit,2016,Kepler,0,12.94130146,7.91e-05,-7.91e-05,0.0,0.1082,1.8324682158137156,-0.9681148506008933,0.0,2.14,0.58,-0.27,0.0,0.19091801,0.05174413,-0.02408779,0.0,5.22,0.0,0.0164,0.0,M-R relationship,0.0,0.0,142.096,0.0,795.0,0.0,0,6051.0,144.84,-180.6,0.0,1.15,0.309,-0.141,0.0,1.1,0.112,-0.079,0.0,0.03,0.134,-0.151,0.0,[Fe/H],4.36,0.094,-0.178,0.0,19h47m24.82s,296.8534096,+50d02m14.35s,50.0373196,1316.57,37.695,-37.695,15.133,0.206,-0.206,13.565,0.046,-0.046,15.0235,0.000359,-0.000359
Kepler-1213 b,Kepler-1213,1,1,Transit,2016,Kepler,0,5.34982412,2.659e-05,-2.659e-05,0.0,0.06026,0.00051,-0.00051,0.0,1.19,0.13,-0.1,0.0,0.10616469,0.01159782,-0.0089214,0.0,1.81,0.0,0.0057,0.0,M-R relationship,0.0,0.0,595.424,0.0,1156.0,0.0,0,6050.0,74.56,-81.73,0.0,1.21,0.128,-0.093,0.0,1.14,0.045,-0.04,0.0,0.13,0.076,-0.083,0.0,[Fe/H],4.33,0.067,-0.08,0.0,19h17m56.60s,289.4858423,+50d56m39.11s,50.9441967,807.812,8.547,-8.373,13.416,0.08,-0.08,11.988,0.023,-0.023,13.342,0.000201,-0.000201
Kepler-1214 b,Kepler-1214,1,1,Transit,2016,Kepler,0,18.82634264,8.784e-05,-8.784e-05,0.0,0.128,1.8324682158137156,-0.9681148506008933,0.0,2.36,0.19,-0.11,0.0,0.2105451,0.01695066,-0.00981354,0.0,6.17,0.0,0.0194,0.0,M-R relationship,0.0,0.0,23.18,0.0,591.0,0.0,0,5130.0,48.18,-47.96,0.0,0.8,0.043,-0.032,0.0,0.85,0.033,-0.038,0.0,0.05,0.155,-0.146,0.0,[Fe/H],4.57,0.027,-0.055,0.0,19h00m34.25s,285.1427113,+49d48m02.36s,49.8006565,729.227,15.443,-14.827,15.459,0.069,-0.069,13.351,0.044,-0.044,15.2226,0.000404,-0.000404
Kepler-1215 b,Kepler-1215,1,1,Transit,2016,Kepler,0,4.76703963,2.3e-05,-2.3e-05,0.0,0.0528,1.8324682158137156,-0.9681148506008933,0.0,1.22,0.18,-0.12,0.0,0.10884111,0.01605852,-0.01070568,0.0,1.98,0.0,0.00624,0.0,M-R relationship,0.0,0.0,253.964,0.0,1046.0,0.0,0,5616.0,92.62,-130.14,0.0,0.93,0.133,-0.07,0.0,0.95,0.044,-0.054,0.0,0.01,0.139,-0.16,0.0,[Fe/H],4.48,0.057,-0.123,0.0,19h49m51.28s,297.4636477,+48d10m53.03s,48.1813978,661.022,6.947,-6.807,14.539,0.126,-0.126,12.714,0.028,-0.028,14.4254,0.00026,-0.00026
Kepler-1216 b,Kepler-1216,1,1,Transit,2016,Kepler,0,4.37034536,1.993e-05,-1.993e-05,0.0,0.0519,1.8324682158137156,-0.9681148506008933,0.0,1.39,0.22,-0.11,0.0,0.12400749,0.01962709,-0.00981354,0.0,2.51,0.0,0.0079,0.0,M-R relationship,0.0,0.0,415.553,0.0,1191.0,0.0,0,5743.0,73.65,-77.97,0.0,0.98,0.147,-0.074,0.0,0.99,0.042,-0.046,0.0,0.03,0.14,-0.158,0.0,[Fe/H],4.46,0.057,-0.127,0.0,19h09m37.26s,287.4052661,+45d55m04.72s,45.917979,1258.36,43.17,-40.45,15.262,0.069,-0.069,13.613,0.034,-0.034,15.107,0.000395,-0.000395
Kepler-1217 b,Kepler-1217,1,1,Transit,2016,Kepler,0,2.032325072,6.459e-06,-6.459e-06,0.0,0.0326,1.8324682158137156,-0.9681148506008933,0.0,1.99,0.48,-0.19,0.0,0.17753591,0.04282273,-0.01695066,0.0,4.62,0.0,0.0145,0.0,M-R relationship,0.0,0.0,1302.948,0.0,1542.0,0.0,0,5905.0,82.88,-103.67,0.0,1.08,0.256,-0.101,0.0,1.06,0.069,-0.059,0.0,0.07,0.144,-0.162,0.0,[Fe/H],4.4,0.075,-0.165,0.0,19h16m44.80s,289.1866841,+50d56m15.22s,50.9375614,1347.71,60.63,-55.71,15.343,0.172,-0.172,13.807,0.051,-0.051,15.2415,0.000476,-0.000476
Kepler-1218 b,Kepler-1218,1,1,Transit,2016,Kepler,0,22.9221266,0.0002337,-0.0002337,0.0,0.15698,0.00136,-0.00136,0.0,1.44,0.15,-0.14,0.0,0.1284682,0.0133821,-0.01248996,0.0,2.67,0.0,0.00839,0.0,M-R relationship,0.0,0.0,84.83,0.0,684.0,0.0,0,5986.0,91.33,-76.59,0.0,1.1,0.112,-0.085,0.0,1.06,0.048,-0.048,0.0,-0.02,0.1,-0.111,0.0,[Fe/H],4.38,0.067,-0.078,0.0,19h26m18.92s,291.5788505,+44d31m54.06s,44.5316825,840.503,12.861,-12.861,13.73,0.069,-0.069,12.177,0.018,-0.018,13.5511,0.000226,-0.000226
Kepler-1219 b,Kepler-1219,1,1,Transit,2016,Kepler,0,16.10467749,8.828e-05,-8.828e-05,0.0,0.14146,0.00112,-0.00112,0.0,2.12,0.56,-0.45,0.0,0.18913373,0.04995985,-0.04014631,0.0,5.14,0.0,0.0162,0.0,M-R relationship,0.0,0.0,430.691,0.0,1159.0,0.0,0,5944.0,91.26,-81.66,0.0,1.94,0.504,-0.404,0.0,1.25,0.142,-0.117,0.0,0.05,0.136,-0.085,0.0,[Fe/H],3.97,0.148,-0.191,0.0,19h48m51.80s,297.2158443,+47d22m42.63s,47.3785082,880.895,18.508,-17.774,12.339,0.069,-0.069,10.809,0.068,-0.068,12.2321,0.000154,-0.000154
Kepler-122 b,Kepler-122,1,5,Transit,2014,Kepler,0,5.766193,1.6e-05,-1.6e-05,0.0,0.064,1.8324682158137156,-0.9681148506008933,0.0,2.34,0.46,-0.46,0.0,0.209,0.041,-0.041,0.0,6.08,0.0,0.0191,0.0,M-R relationship,0.0,0.0,448.102,0.0,1159.0,0.0,0,6050.0,137.0,-137.0,0.0,1.216,0.239,-0.239,0.0,0.982,0.028,-0.029,0.0,-0.08,0.04,-0.04,0.0,[Fe/H],4.299,0.15,-0.15,0.0,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.45,19.32,-18.64,14.403,0.126,-0.126,12.826,0.028,-0.028,14.2223,0.000249,-0.000249
Kepler-122 c,Kepler-122,1,5,Transit,2014,Kepler,0,12.465988,9e-06,-9e-06,0.0,0.108,1.8324682158137156,-0.9681148506008933,0.0,5.87,1.16,-1.16,0.0,0.524,0.103,-0.103,0.0,29.0,0.0,0.0912,0.0,M-R relationship,0.0,0.0,160.499,0.0,897.0,0.0,0,6050.0,137.0,-137.0,0.0,1.216,0.239,-0.239,0.0,0.982,0.028,-0.029,0.0,-0.08,0.04,-0.04,0.0,[Fe/H],4.299,0.15,-0.15,0.0,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.45,19.32,-18.64,14.403,0.126,-0.126,12.826,0.028,-0.028,14.2223,0.000249,-0.000249
Kepler-122 d,Kepler-122,1,5,Transit,2014,Kepler,0,21.587475,0.000164,-0.000164,0.0,0.155,1.8324682158137156,-0.9681148506008933,0.0,2.2,0.44,-0.44,0.0,0.196,0.039,-0.039,0.0,5.48,0.0,0.0172,0.0,M-R relationship,0.0,0.0,77.14,0.0,747.0,0.0,0,6050.0,137.0,-137.0,0.0,1.216,0.239,-0.239,0.0,0.982,0.028,-0.029,0.0,-0.08,0.04,-0.04,0.0,[Fe/H],4.299,0.15,-0.15,0.0,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.45,19.32,-18.64,14.403,0.126,-0.126,12.826,0.028,-0.028,14.2223,0.000249,-0.000249
Kepler-122 e,Kepler-122,1,5,Transit,2014,Kepler,0,37.993273,0.00039,-0.00039,0.0,0.227,1.8324682158137156,-0.9681148506008933,0.0,2.6,0.54,-0.54,0.0,0.232,0.048,-0.048,0.0,27.7,0.0,0.087,0.0,Mass,0.0,0.0,36.299,0.0,618.0,0.0,1,6050.0,137.0,-137.0,0.0,1.216,0.239,-0.239,0.0,0.982,0.028,-0.029,0.0,-0.08,0.04,-0.04,0.0,[Fe/H],4.299,0.15,-0.15,0.0,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.45,19.32,-18.64,14.403,0.126,-0.126,12.826,0.028,-0.028,14.2223,0.000249,-0.000249
