planet_name,host_star,sy_snum,sy_pnum,discovery_method,discovery_year,disc_facility,pl_controv_flag,orbital_period_days,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,orbit_distance_au,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,planet_radius_earth,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,planet_mass_earth,pl_bmasselim,pl_bmassj,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenlim,pl_insol,pl_insollim,planet_temperature_k,pl_eqtlim,ttv_flag,star_temperature_k,st_tefferr1,st_tefferr2,st_tefflim,star_radius_solar,st_raderr1,st_raderr2,st_radlim,star_mass_solar,st_masserr1,st_masserr2,st_masslim,star_metallicity,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,distance_pc,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
11 Com b,11 Com,2,1,Radial Velocity,2007,Xinglong Station,0,323.21,0.06,-0.05,0.0,1.178,0.0,0.0,0.0,12.2,0.5204222055080471,-0.41654905667787656,0.0,1.09,0.04643288487148691,-0.037166464244535194,0.0,4914.89848585,0.0,15.464,0.0,Msini,0.238,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,4874.0,98.58479009687836,-99.35817366343738,0.0,13.76,2.85,-2.45,0.0,2.09,0.64,-0.63,0.0,-0.26,0.1,-0.1,0.0,[Fe/H],2.45,0.08,-0.08,0.0,12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516,93.1846,1.9238,-1.9238,4.72307,0.023,-0.023,2.282,0.346,-0.346,4.44038,0.0038479,-0.0038479
11 UMi b,11 UMi,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,0,516.21997,3.2,-3.2,0.0,1.53,0.07,-0.07,0.0,12.3,0.5204222055080471,-0.41654905667787656,0.0,1.09,0.04643288487148691,-0.037166464244535194,0.0,4684.8142,0.0,14.74,0.0,Msini,0.08,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,4213.0,46.0,-46.0,0.0,29.79,2.84,-2.84,0.0,2.78,0.69,-0.69,0.0,-0.02,0.09720361307589372,-0.10304054674058499,0.0,[Fe/H],1.93,0.07,-0.07,0.0,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,125.321,1.9765,-1.9765,5.013,0.005,-0.005,1.939,0.27,-0.27,4.56216,0.0039035,-0.0039035
14 And b,14 And,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,186.76,0.11,-0.12,0.0,0.775,0.0,0.0,0.0,13.1,0.5204222055080471,-0.41654905667787656,0.0,1.16,0.04643288487148691,-0.037166464244535194,0.0,1131.15130051,0.0,3.559,0.0,Msini,0.0,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,4888.0,98.58479009687836,-99.35817366343738,0.0,11.55,1.12,-0.51,0.0,1.78,0.43,-0.29,0.0,-0.21,0.1,-0.1,0.0,[Fe/H],2.55,0.06,-0.07,0.0,23h31m17.80s,352.82415,+39d14m09.01s,39.2358367,75.4392,0.714,-0.714,5.23133,0.023,-0.023,2.331,0.24,-0.24,4.91781,0.0028262,-0.0028262
14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,0,1765.0389,1.67709,-1.87256,0.0,2.774,0.109,-0.12,0.0,12.6,0.5204222055080471,-0.41654905667787656,0.0,1.12,0.04643288487148691,-0.037166464244535194,0.0,2559.47216157,0.0,8.053,0.0,Mass,0.373,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,5338.0,25.0,-25.0,0.0,0.93,0.01,-0.01,0.0,0.91,0.113,-0.113,0.0,0.4052,0.0466,-0.0466,0.0,[Fe/H],4.45,0.02,-0.02,0.0,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323,0.0073,-0.0073,6.61935,0.023,-0.023,4.714,0.016,-0.016,6.383,0.0003512,-0.0003512
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996,Multiple Observatories,0,798.5,1.0,-1.0,0.0,1.66,0.03,-0.03,0.0,13.5,0.5204222055080471,-0.41654905667787656,0.0,1.2,0.04643288487148691,-0.037166464244535194,0.0,565.7374,0.0,1.78,0.0,Msini,0.68,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,5750.0,8.0,-8.0,0.0,1.13,0.01,-0.01,0.0,1.08,0.04,-0.04,0.0,0.06,0.09720361307589372,-0.10304054674058499,0.0,[Fe/H],4.36,0.01,-0.01,0.0,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,21.1397,0.011,-0.0111,6.215,0.016,-0.016,4.651,0.016,-0.016,6.06428,0.0006029,-0.0006029
17 Sco b,17 Sco,1,1,Radial Velocity,2020,Lick Observatory,0,578.38,2.01,-2.09,0.0,1.45,0.02,-0.02,0.0,12.9,0.5204222055080471,-0.41654905667787656,0.0,1.15,0.04643288487148691,-0.037166464244535194,0.0,1373.01871824,0.0,4.32,0.0,Msini,0.06,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,4157.0,11.0,-10.0,0.0,25.92,0.78,-0.74,0.0,1.22,0.13,-0.14,0.0,-0.01,0.1,-0.1,0.0,[Fe/H],1.7,0.04,-0.06,0.0,16h13m50.90s,243.4620874,-11d50m16.05s,-11.8377905,124.953,2.59,-2.59,5.22606,0.023,-0.023,2.094,0.244,-0.244,4.75429,0.005055,-0.005055
18 Del b,18 Del,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,982.85,1.06,-0.92,0.0,2.476,0.002,-0.002,0.0,12.5,0.5204222055080471,-0.41654905667787656,0.0,1.12,0.04643288487148691,-0.037166464244535194,0.0,2926.24614325,0.0,9.207,0.0,Msini,0.024,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,4980.0,98.58479009687836,-99.35817366343738,0.0,8.8,0.61,-0.4,0.0,2.1,0.13,-0.09,0.0,-0.06,0.1,-0.1,0.0,[Fe/H],2.87,0.03,-0.05,0.0,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,76.222,0.6217,-0.6217,5.51048,0.023,-0.023,3.366,0.204,-0.204,5.27476,0.0026539,-0.0026539
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008,Gemini Observatory,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,330.0,1.8324682158137156,-0.9681148506008933,0.0,18.647,0.5204222055080471,-0.41654905667787656,0.0,1.664,0.04643288487148691,-0.037166464244535194,0.0,3000.0,0.0,8.0,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,1700.0,0.0,0,4060.0,300.0,-200.0,0.0,1.31316,0.176833,-0.102363,0.0,0.85,0.2,-0.1,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,3.99592,0.142675,-0.100725,0.0,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.135,1.332,-1.307,12.618,0.069,-0.069,8.916,0.021,-0.021,12.0572,0.002275,-0.002275
24 Boo b,24 Boo,1,1,Radial Velocity,2018,Okayama Astrophysical Observatory,0,30.33,0.0,-0.01,0.0,0.194,0.0,0.0,0.0,13.9,0.5204222055080471,-0.41654905667787656,0.0,1.24,0.04643288487148691,-0.037166464244535194,0.0,280.64248338,0.0,0.883,0.0,Msini,0.032,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,4816.0,98.58479009687836,-99.35817366343738,0.0,12.19,1.45,-1.28,0.0,1.05,0.27,-0.18,0.0,-0.78,0.1,-0.1,0.0,[Fe/H],2.28,0.09,-0.07,0.0,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.9863,0.63685,-0.63685,5.59,0.001,-0.001,3.159,0.28,-0.28,5.3339,0.0019998,-0.0019998
24 Sex b,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,0,452.8,2.1,-4.5,0.0,1.333,0.004,-0.009,0.0,13.4,0.5204222055080471,-0.41654905667787656,0.0,1.19,0.04643288487148691,-0.037166464244535194,0.0,632.46,0.0,1.99,0.0,Msini,0.09,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,5098.0,44.0,-44.0,0.0,4.9,0.08,-0.08,0.0,1.54,0.08,-0.08,0.0,-0.03,0.04,-0.04,0.0,[Fe/H],3.5,0.1,-0.1,0.0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,0.6854,-0.6728,6.4535,0.023,-0.023,4.285,0.016,-0.016,6.20374,0.0004976,-0.0004976
24 Sex c,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,0,883.0,32.4,-13.8,0.0,2.08,0.05,-0.02,0.0,13.9,0.5204222055080471,-0.41654905667787656,0.0,1.24,0.04643288487148691,-0.037166464244535194,0.0,273.32,0.0,0.86,0.0,Msini,0.29,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,5098.0,44.0,-44.0,0.0,4.9,0.08,-0.08,0.0,1.54,0.08,-0.08,0.0,-0.03,0.04,-0.04,0.0,[Fe/H],3.5,0.1,-0.1,0.0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,0.6854,-0.6728,6.4535,0.023,-0.023,4.285,0.016,-0.016,6.20374,0.0004976,-0.0004976
2M0437 b,2MASS J04372171+2651014,1,1,Imaging,2021,Subaru Telescope,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,118.0,1.3,-1.3,0.0,13.0,0.5204222055080471,-0.41654905667787656,0.0,1.16,0.04643288487148691,-0.037166464244535194,0.0,1271.313628,0.0,4.0,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,1450.0,0.0,0,3100.0,100.0,-100.0,0.0,0.84,0.11,-0.11,0.0,0.17,0.01,-0.02,0.0,0.01,0.05,-0.05,0.0,[Fe/H],4.5,0.5,-0.5,0.0,04h37m21.73s,69.3405531,+26d51m01.08s,26.8502997,128.484,1.196,-1.174,16.186,1.133,-1.133,10.386,0.018,-0.018,14.3374,0.000772,-0.000772
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2,1,Imaging,2013,Paranal Observatory,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,84.0,1.8324682158137156,-0.9681148506008933,0.0,12.3,0.5204222055080471,-0.41654905667787656,0.0,1.1,0.04643288487148691,-0.037166464244535194,0.0,4131.79,0.0,13.0,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,5407.881071490393,98.58479009687836,-99.35817366343738,0.00017310022503029253,1.5128402896611641,0.19051877837354783,-0.14876385824097246,0.0,0.19,0.02,-0.02,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,4.382375297217392,0.08264654974856323,-0.09735663451867818,-0.0010434782608695651,01h03m35.82s,15.8992489,-55d15m56.98s,-55.2658291,47.2,3.1,-3.1,15.788,0.275,-0.275,9.237001,0.022,-0.022,12.27296867196229,0.0006392134974681333,-0.0006392134974681333
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013,W. M. Keck Observatory,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,52.0,6.0,-6.0,0.0,11.209,0.5204222055080471,-0.41654905667787656,0.0,1.0,0.04643288487148691,-0.037166464244535194,0.0,7786.5,0.0,24.5,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,1600.0,0.0,0,3530.0,50.0,-50.0,0.0,0.36645,0.011155,-0.011155,0.0,0.4,0.05,-0.05,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,4.85804,0.001333,-0.001333,0.0,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.8281,0.0864,-0.086,14.244,0.074,-0.074,9.198,0.026,-0.026,12.9025,0.001151,-0.001151
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,Imaging,2015,Cerro Tololo Inter-American Observatory,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,156.0,10.0,-10.0,0.0,16.14096,0.33627,-0.33627,0.0,1.44,0.03,-0.03,0.0,4417.837,0.0,13.9,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,3064.0,76.0,-76.0,0.0,0.281,0.013,-0.013,0.0,0.108,0.011,-0.011,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,4.59,0.06,-0.06,0.0,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,40.08964117,0.19404958,-0.19404958,12.56369280865801,0.09862290619039361,-0.10015436556153447,10.404,0.025,-0.025,15.0123,0.000624,-0.000624
2MASS J0249-0557 c,2MASS J0249-0557 A,2,1,Imaging,2018,Mauna Kea Observatory,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,1950.0,200.0,-200.0,0.0,12.4,0.5204222055080471,-0.41654905667787656,0.0,1.11,0.04643288487148691,-0.037166464244535194,0.0,3686.8095212,0.0,11.6,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,2859.0,157.0,-157.0,0.0,0.315959,0.009624,-0.009624,0.0,0.046,0.012,-0.011,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,4.90849,0.003481,-0.003481,0.0,02h49m56.44s,42.4851627,-05d57m35.97s,-5.9599921,66.0613,0.4543,-0.4482,18.3,0.2,-0.2,11.055,0.021,-0.021,15.6894,0.001224,-0.001224
2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,572.0,7.0,-7.0,0.0,12.2,0.5204222055080471,-0.41654905667787656,0.0,1.08,0.04643288487148691,-0.037166464244535194,0.0,5720.911326,0.0,18.0,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,2369.0,0.0,0,2943.0,157.0,-157.0,0.0,0.289776,0.01007,-0.01007,0.0,0.264996,0.020979,-0.020979,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,4.93718,0.004256,-0.004256,0.0,03h59m09.86s,59.7911026,+20d09m35.91s,20.1599759,117.435,2.32,-2.233,12.56369280865801,0.09862290619039361,-0.10015436556153447,12.533,0.028,-0.028,16.9967,0.001082,-0.001082
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010,Hubble Space Telescope,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,15.0,1.8324682158137156,-0.9681148506008933,0.0,12.6,0.5204222055080471,-0.41654905667787656,0.0,1.13,0.04643288487148691,-0.037166464244535194,0.0,2383.6,0.0,7.5,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,2936.0,182.0,-182.0,0.0,0.231916,0.011553,-0.011553,0.0,0.019,0.08504336306946128,-0.0788097895010395,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,5.01181,0.004972,-0.004972,0.0,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544,120.42398696,5.4783417,-5.4783417,12.56369280865801,0.09862290619039361,-0.10015436556153447,13.161,0.025,-0.025,18.9668,0.006833,-0.006833
2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,266.0,8.0,-8.0,0.0,11.9,0.5204222055080471,-0.41654905667787656,0.0,1.06,0.04643288487148691,-0.037166464244535194,0.0,8899.195396,0.0,28.0,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,2677.0,0.0,0,5407.881071490393,98.58479009687836,-99.35817366343738,0.00017310022503029253,1.5128402896611641,0.19051877837354783,-0.14876385824097246,0.0,0.9396359250744293,0.08504336306946128,-0.0788097895010395,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,4.382375297217392,0.08264654974856323,-0.09735663451867818,-0.0010434782608695651,11h01m19.09s,165.3295388,-77d32m38.73s,-77.5440912,707.9901220920424,58.135427831057434,-64.92441715386148,12.56369280865801,0.09862290619039361,-0.10015436556153447,11.632,0.026,-0.026,18.3299,0.002294,-0.002294
2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,587.0,2.0,-2.0,0.0,12.1,0.5204222055080471,-0.41654905667787656,0.0,1.08,0.04643288487148691,-0.037166464244535194,0.0,6356.56814,0.0,20.0,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,2506.0,0.0,0,3021.0,157.0,-157.0,0.0,0.600455,0.017923,-0.017923,0.0,0.58846,0.020331,-0.020331,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,4.65082,0.010924,-0.010924,0.0,11h55m04.60s,178.7691634,-79d19m11.12s,-79.3197558,100.862,0.603,-0.596,16.957,0.309,-0.309,10.079,0.021,-0.021,14.818,0.001725,-0.001725
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004,Paranal Observatory,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,55.0,1.8324682158137156,-0.9681148506008933,0.0,12.9,0.5204222055080471,-0.41654905667787656,0.0,1.15,0.04643288487148691,-0.037166464244535194,0.0,1589.15,0.0,5.0,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,1250.0,0.0,0,2825.0,157.0,-157.0,0.0,0.21887,0.006976,-0.006976,0.0,0.024,0.08504336306946128,-0.0788097895010395,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,5.03186,0.019213,-0.019213,0.0,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.308,0.6569,-0.644,20.15,0.19,-0.10015436556153447,11.945,0.026,-0.026,17.4076,0.002154,-0.002154
2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2015,Kepler,0,406.0,4.0,-4.0,0.0,0.92,0.02,-0.02,0.0,13.4,0.5204222055080471,-0.41654905667787656,0.0,1.2,0.04643288487148691,-0.037166464244535194,0.0,603.877,0.0,1.9,0.0,Mass,0.33,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,29564.0,98.58479009687836,-99.35817366343738,0.0,0.203,0.001,-0.001,0.0,0.48,0.08504336306946128,-0.0788097895010395,0.0,-0.092,0.09720361307589372,-0.10304054674058499,0.0,[Fe/H],5.508,0.012,-0.012,0.0,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.332,6.3885,-6.3885,12.651,0.215,-0.215,12.955,0.029,-0.029,12.1376,0.003687,-0.003687
2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,7493.0,11.0,-11.0,0.0,12.4,0.5204222055080471,-0.41654905667787656,0.0,1.1,0.04643288487148691,-0.037166464244535194,0.0,3813.940884,0.0,12.0,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,1616.0,0.0,0,3592.0,157.0,-157.0,0.0,0.672832,0.020973,-0.020973,0.0,0.643977,0.020802,-0.020802,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,4.59112,0.01305,-0.01305,0.0,21h25m27.91s,321.3662989,-81d38m29.36s,-81.6414894,34.1154,0.0811,-0.0807,11.804,0.07,-0.07,7.341,0.04,-0.04,10.8133,0.002088,-0.002088
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,Imaging,2016,W. M. Keck Observatory,0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,230.0,20.0,-20.0,0.0,12.3,0.5204222055080471,-0.41654905667787656,0.0,1.1,0.04643288487148691,-0.037166464244535194,0.0,3972.875,0.0,12.5,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,4045.0,35.0,-35.0,0.0,0.641152,0.060021,-0.062602,0.0,0.6,0.05,-0.05,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,4.62349,0.094922,-0.126668,0.0,22h36m24.62s,339.1025931,+47d51m42.06s,47.861683,69.5737,0.1592,-0.1585,12.368,0.057,-0.057,9.148,0.018,-0.018,11.9484,0.000737,-0.000737
2MASS J22501512+2325342 b,2MASS J22501512+2325342,1,1,Imaging,2018,The 2 (Two) Micron All Sky Survey (2MASS),0,74592.99517589886,91246.8042170947,-20841.320421022418,-0.0010458427749694963,518.0,40.0,-40.0,0.0,11.9,0.5204222055080471,-0.41654905667787656,0.0,1.06,0.04643288487148691,-0.037166464244535194,0.0,9534.85221,0.0,30.0,0.0,Mass,0.07864707016863733,0.05175421593332041,423.09774895269476,0.0,1600.0,0.0,0,3352.0,157.0,-157.0,0.0,0.437589,0.012922,-0.012922,0.0,0.433173,0.020207,-0.020207,0.0,0.01522439775403007,0.09720361307589372,-0.10304054674058499,0.0,,4.7926,0.005383,-0.005383,0.0,22h50m15.22s,342.5634097,+23d25m33.26s,23.4259058,57.2309,0.1437,-0.1429,14.784,0.024,-0.024,9.833,0.017,-0.017,13.5759,0.001143,-0.001143
4 UMa b,4 UMa,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,0,270.27,0.24,-0.09,0.0,0.877,0.001,0.0,0.0,12.6,0.5204222055080471,-0.41654905667787656,0.0,1.12,0.04643288487148691,-0.037166464244535194,0.0,2511.48007211,0.0,7.902,0.0,Msini,0.453,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,4415.0,70.0,-70.0,0.0,18.11,1.47,-1.47,0.0,1.234,0.15,-0.15,0.0,-0.25,0.04,-0.04,0.0,[Fe/H],1.8,0.15,-0.15,0.0,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.4603,1.18605,-1.18605,4.5801,0.023,-0.023,1.734,0.218,-0.218,4.23773,0.0047288,-0.0047288
47 UMa b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,0,1078.0,2.0,-2.0,0.0,2.1,0.02,-0.02,0.0,13.2,0.5204222055080471,-0.41654905667787656,0.0,1.18,0.04643288487148691,-0.037166464244535194,0.0,804.08,0.0,2.53,0.0,Msini,0.032,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,5872.0,92.94,-113.53,0.0,1.21334,0.038883,-0.058353,0.0,1.06,0.128402,-0.137608,0.0,0.04,0.1,-0.1,0.0,[M/H],4.29541,0.066185,-0.071358,0.0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294
47 UMa c,47 UMa,1,3,Radial Velocity,2001,Lick Observatory,0,2391.0,100.0,-87.0,0.0,3.6,0.1,-0.1,0.0,14.2,0.5204222055080471,-0.41654905667787656,0.0,1.27,0.04643288487148691,-0.037166464244535194,0.0,171.621,0.0,0.54,0.0,Msini,0.098,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,5872.0,92.94,-113.53,0.0,1.21334,0.038883,-0.058353,0.0,1.06,0.128402,-0.137608,0.0,0.04,0.1,-0.1,0.0,[M/H],4.29541,0.066185,-0.071358,0.0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294
47 UMa d,47 UMa,1,3,Radial Velocity,2009,Lick Observatory,0,14002.0,4018.0,-5095.0,0.0,11.6,2.1,-2.9,0.0,13.5,0.5204222055080471,-0.41654905667787656,0.0,1.2,0.04643288487148691,-0.037166464244535194,0.0,521.22,0.0,1.64,0.0,Msini,0.16,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,5872.0,92.94,-113.53,0.0,1.21334,0.038883,-0.058353,0.0,1.06,0.128402,-0.137608,0.0,0.04,0.1,-0.1,0.0,[M/H],4.29541,0.066185,-0.071358,0.0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294
51 Eri b,51 Eri,3,1,Imaging,2015,Gemini Observatory,0,9100.0,1100.0,-1500.0,0.0,10.4,0.8,-1.1,0.0,5.8162300571480925,0.5204222055080471,-0.41654905667787656,-0.0006663334999167084,0.5189247418890555,0.04643288487148691,-0.037166464244535194,-0.0006663334999167084,3464.3296363,1.0,10.9,1.0,Mass,0.57,0.0,423.09774895269476,0.0,700.0,0.0,0,7295.0,120.09,-98.99,0.0,1.48726,0.045434,-0.055079,0.0,1.75,0.05,-0.05,0.0,-0.027,0.045,-0.045,0.0,[M/H],4.31078,0.090174,-0.074205,0.0,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.7575,0.1213,-0.1203,5.21149,0.023,-0.023,4.537,0.024,-0.024,5.15806,0.0023075,-0.0023075
51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,0,4.230785,3.6e-05,-3.6e-05,0.0,0.0527,0.003,-0.003,0.0,14.3,0.5204222055080471,-0.41654905667787656,0.0,1.27,0.04643288487148691,-0.037166464244535194,0.0,146.2018,0.0,0.46,0.0,Mass,0.013,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,5758.0,101.62,-119.62,0.0,1.17561,0.067361,-0.035328,0.0,1.03,0.166699,-0.085418,0.0,0.18,0.1,-0.1,0.0,[M/H],4.31038,0.081246,-0.062595,0.0,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.4614,0.0297,-0.0297,5.45309,0.023,-0.023,3.911,0.021,-0.021,5.28647,0.002768,-0.002768
55 Cnc B b,55 Cnc B,2,7,Radial Velocity,2025,Mauna Kea Observatory,0,6.7994,0.0013,-0.0014,0.0,0.044,0.0012,-0.0012,0.0,1.69,0.5204222055080471,-0.41654905667787656,0.0,0.151,0.04643288487148691,-0.037166464244535194,0.0,3.5,0.0,0.01101223,0.0,Msini,0.0,0.0,423.09774895269476,0.0,915.9174236387781,0.0006640106241699867,0,3286.0,31.0,-31.0,0.0,0.274,0.066,-0.066,0.0,0.26,0.02,-0.02,0.0,0.16,0.1,-0.1,0.0,[M/H],4.86,0.05,-0.05,0.0,08h52m40.30s,133.167908,+28d18m55.03s,28.3152863,12.4773,0.0171,-0.0171,13.152,0.09,-0.09,7.666,0.023,-0.023,11.6798,0.000884,-0.000884
